key,plaintext,ciphertext
f9e8389f5b80712e3886cc1fa2d28a3b8c9cd88a2d4a54c6aa86ce0fef944be0,b379777f9050e2a818f2940cbbd9aba4,6893ebaf0a1fccc704326529fdfb60db
db9ea5a2284fa17fb63e13bf891c8e42e40f332527559801aeb4ab26126f2b3b,6893ebaf0a1fccc704326529fdfb60db,f3c78a5e85e5439bf26d5818718157d6
7099ed88e82744228a5303ae2ef6c0d017c8b97ba2b0db9a5cd9f33e63ee7ced,f3c78a5e85e5439bf26d5818718157d6,2326b958b00b3050697eedb08cc20504
5e9e65ea96e78dd4fb78ea1184f6ebde34ee002312bbebca35a71e8eef2c79e9,2326b958b00b3050697eedb08cc20504,ec4332d5e3cebd3e0f5fc51452f4560d
33acf1cafc822646dc869e905bd26f9ad8ad32f6f17556f43af8db9abdd82fe4,ec4332d5e3cebd3e0f5fc51452f4560d,5da58b5ef2076340d555f861c3449a77
eb0ae85c1b44d5db4729d268f49be2a08508b9a8037235b4efad23fb7e9cb593,5da58b5ef2076340d555f861c3449a77,307d50c18a0b6a08402ff131d72cb7ec
fac93b561a9b6a0e809d71ecdb980afab575e96989795fbcaf82d2caa9b0027f,307d50c18a0b6a08402ff131d72cb7ec,92c34165a2963e77e05e2d6fc2d931d5
a0559e41d58af36174a67246df87541b27b6a80c2bef61cb4fdcffa56b6933aa,92c34165a2963e77e05e2d6fc2d931d5,cb33d519a1fdb1d5fbb185c47870c1ed
e48824d6c2251d3a27f38fb543c31fc1ec857d158a12d01eb46d7a611319f247,cb33d519a1fdb1d5fbb185c47870c1ed,78fb452f384c8f870e572890588f3728
7a33440ad7c69d583355c745e5c88c47947e383ab25e5f99ba3a52f14b96c56f,78fb452f384c8f870e572890588f3728,12375e02a8bbc84b00feaab54a66db43
0e6877c7fdc234efb9afcd96b4ebdb83864966381ae597d2bac4f84401f01e2c,12375e02a8bbc84b00feaab54a66db43,eab1606610b55c857f2b4bf1cf3feba0
ec91d3550c79ab4914a26987725ab1396cf8065e0a50cb57c5efb3b5cecff58c,eab1606610b55c857f2b4bf1cf3feba0,6c73381147de97961cc26ad26602a45a
83caed5a49579b3a55a71e5ece5966e5008b3e4f4d8e5cc1d92dd967a8cd51d6,6c73381147de97961cc26ad26602a45a,e76c08fd29bf015352003c636fee5ff9
91b9b50908968361dcd8f4ba236fa199e7e736b264315d928b2de504c7230e2f,e76c08fd29bf015352003c636fee5ff9,6f26b8191a2b059dcdeb3dbabc437c29
94fc46213c870f7965b88773afe93b1388c18eab7e1a580f46c6d8be7b607206,6f26b8191a2b059dcdeb3dbabc437c29,e91e2fcef14dd4251caec97c45223fef
b0deff009aff61f65763b0b9fdd39a9061dfa1658f578c2a5a6811c23e424de9,e91e2fcef14dd4251caec97c45223fef,98fb2122912360f07916e4802c0ea1e5
968f3c88d27f1be8decb00c4d464d369f92480471e74ecda237ef542124cec0c,98fb2122912360f07916e4802c0ea1e5,b4a15c59976b39da50da8ed393f27a62
35fe06a60309581565a97232140668464d85dc1e891fd50073a47b9181be966e,b4a15c59976b39da50da8ed393f27a62,d8b57d7a72ef92409c51d40bb8c4cbc5
4739043d7750bcf4a6f269a3d54083ca9530a164fbf04740eff5af9a397a5dab,d8b57d7a72ef92409c51d40bb8c4cbc5,548cc893e80caf5a601c2381517f8c5b
4b065b5195f2ddf6f5d0aed72ff7a1e3c1bc69f713fce81a8fe98c1b6805d1f0,548cc893e80caf5a601c2381517f8c5b,1c2238c560d678d40b48cc8034add0c4
1a949129e14c5963d997c86a6352ea53dd9e5132732a90ce84a1409b5ca80134,1c2238c560d678d40b48cc8034add0c4,2771ff806e061df8ad4aa877717bf309
91cd3e48f4b42c432bed9848583e6dc7faefaeb21d2c8d3629ebe8ec2dd3f23d,2771ff806e061df8ad4aa877717bf309,065593fa1fcdb481bb27f334505543f5
42d6f7b585a0a0d356c59be3d07d4d41fcba3d4802e139b792cc1bd87d86b1c8,065593fa1fcdb481bb27f334505543f5,d3f309c0039b15d14eb8b739a94b94fa
72900f0ecbf90fa058805deb430815072f493488017a2c66dc74ace1d4cd2532,d3f309c0039b15d14eb8b739a94b94fa,4e441a3fb277d6fbe0ed7c6e080d9a9f
12ef8789b91a8e35fd0ac79457a906f0610d2eb7b30dfa9d3c99d08fdcc0bfad,4e441a3fb277d6fbe0ed7c6e080d9a9f,cb9241bc964cbc9823531f68e3a03b7c
2cbe5980ad54c5dbf2ee3db1e9875733aa9f6f0b254146051fcacfe73f6084d1,cb9241bc964cbc9823531f68e3a03b7c,70b17c3e869aca6076617a2cf75e9f4a
dc4da3812736a2a603bcc6390763c5c5da2e1335a3db8c6569abb5cbc83e1b9b,70b17c3e869aca6076617a2cf75e9f4a,f4b8a6ed6d6d72aff59484314f210bb9
2e4e21a6eb77bb39a1cb5cd20cc5fd3b2e96b5d8ceb6feca9c3f31fa871f1022,f4b8a6ed6d6d72aff59484314f210bb9,f56a4597beaeafc0c14ee73988bcbee8
54d5c037e61fd09e5cf57fd34c5e0192dbfcf04f7018510a5d71d6c30fa3aeca,f56a4597beaeafc0c14ee73988bcbee8,04333079d5352236e1c79213f3f38dbe
3a5da203e03fa399caeb1fac63679b56dfcfc036a52d733cbcb644d0fc502374,04333079d5352236e1c79213f3f38dbe,22c97ecdf4af830f94b11951f41e4d29
5c84147d6ab2051b56b0993a7cbfa306fd06befb5182f03328075d81084e6e5d,22c97ecdf4af830f94b11951f41e4d29,def46a3b39c8048431d2491d97daa6ea
